MOTIVOVIAJE,HORA_INICIO,HORA_FIN,LATITUD_ORIGEN,LATITUD_DESTINO,LONGITUD_ORIGEN,LONGITUD_DESTINO,DIFERENCIA_HORAS,DIA_HABIL
Volver a casa,17:00:00,19:00:00,4.62294,4.73128,-74.07782,-74.04134,02:00:00,1
Estudiar,07:55:00,08:16:00,4.64625,4.69573,-74.05384,-74.08950,00:21:00,1
Volver a casa,11:00:00,11:42:00,4.69573,4.64625,-74.08950,-74.05384,00:42:00,1
Trabajar,08:08:00,09:03:00,4.64648,4.60444,-74.05288,-74.07188,00:55:00,1
Volver a casa,18:11:00,18:35:00,4.60444,4.64648,-74.07188,-74.05288,00:24:00,1
Trabajar,05:15:00,06:15:00,4.64648,4.69494,-74.05288,-74.13951,01:00:00,1
Volver a casa,16:18:00,17:19:00,4.69494,4.64648,-74.13951,-74.05288,01:01:00,1
Trabajar,09:28:00,10:09:00,4.63395,4.66018,-74.06386,-74.05158,00:41:00,1
Volver a casa,13:32:00,14:32:00,4.66018,4.63395,-74.05158,-74.06386,01:00:00,1
Volver a casa,11:30:00,14:30:00,4.74689,4.59468,-74.11461,-74.10516,03:00:00,1
Trabajar,08:15:00,09:30:00,4.59468,4.68333,-74.10516,-74.06594,01:15:00,1
Volver a casa,14:37:30,15:42:45,4.68333,4.59468,-74.06594,-74.10516,01:05:15,1
Estudiar,08:01:00,09:50:00,4.61251,4.63141,-74.09356,-74.06409,01:49:00,1
Volver a casa,18:00:00,19:05:49,4.63141,4.61614,-74.06409,-74.09626,01:05:49,1
Recibir atencion en salud,06:30:00,08:40:00,4.59334,4.66540,-74.10817,-74.05770,02:10:00,1
Volver a casa,09:32:40,10:22:50,4.66540,4.59334,-74.05770,-74.10817,00:50:10,1
Trabajar,08:15:00,09:30:00,4.59456,4.64629,-74.10730,-74.08374,01:15:00,1
Volver a casa,14:37:30,15:42:45,4.64629,4.59426,-74.08374,-74.10473,01:05:15,1
Volver a casa,11:30:00,14:30:00,4.72277,4.59419,-74.04686,-74.10583,03:00:00,1
Trabajar,05:01:00,06:53:00,4.58775,4.76039,-74.07288,-74.03840,01:52:00,1
Volver a casa,08:48:58,09:52:03,4.76039,4.58775,-74.03840,-74.07288,01:03:05,1
Volver a casa,13:15:00,14:13:00,4.63449,4.58194,-74.07932,-74.15925,00:58:00,1
Volver a casa,13:15:00,14:13:00,4.63498,4.58956,-74.07949,-74.15255,00:58:00,1
Estudiar,07:00:00,07:30:00,4.63041,4.60183,-74.06512,-74.06623,00:30:00,1
Tramites,08:10:00,09:10:00,4.70248,4.59992,-74.10514,-74.08166,01:00:00,1
Tramites,11:40:00,12:17:00,4.59979,4.64869,-74.07564,-74.05971,00:37:00,1
Volver a casa,13:00:00,13:40:00,4.64869,4.70248,-74.05971,-74.10514,00:40:00,1
Trabajar,06:40:00,07:30:00,4.70039,4.60934,-74.10311,-74.09978,00:50:00,1
Volver a casa,20:00:00,21:10:00,4.60934,4.70039,-74.09978,-74.10311,01:10:00,1
Trabajar,07:40:00,08:40:00,4.72133,4.66123,-74.05958,-74.14460,01:00:00,1
Volver a casa,19:42:00,20:42:00,4.66123,4.72133,-74.14460,-74.05958,01:00:00,1
Trabajar,06:00:00,07:30:00,4.71916,4.69840,-74.05912,-74.14139,01:30:00,1
Volver a casa,18:00:00,20:00:00,4.69840,4.72133,-74.14139,-74.05958,02:00:00,1
Otra cosa,08:30:00,11:00:00,4.58775,4.74581,-74.07288,-74.12572,02:30:00,1
Volver a casa,19:00:00,21:00:00,4.74581,4.58775,-74.12572,-74.07288,02:00:00,1
Asuntos de Trabajo,08:30:00,09:35:00,4.60007,4.69691,-74.12052,-74.03146,01:05:00,1
Volver a casa,10:37:35,11:42:40,4.69691,4.60011,-74.03146,-74.11976,01:05:05,1
Trabajar,07:00:00,07:49:00,4.59976,4.68703,-74.12085,-74.07994,00:49:00,1
Volver a casa,13:46:00,14:51:00,4.68703,4.60011,-74.07994,-74.11976,01:05:00,1
Trabajar,08:30:00,09:10:00,4.60007,4.64182,-74.12052,-74.07396,00:40:00,1
Volver a casa,14:21:10,15:01:50,4.64182,4.60011,-74.07396,-74.11976,00:40:40,1
Asuntos de Trabajo,08:00:00,09:00:00,4.60012,4.65189,-74.11872,-74.06305,01:00:00,1
Volver a casa,09:21:00,10:26:00,4.65189,4.60012,-74.06305,-74.11872,01:05:00,1
Trabajar,06:30:00,07:00:00,4.60012,4.59772,-74.11872,-74.13463,00:30:00,1
Tramites,12:00:00,13:45:00,4.60042,4.63382,-74.11886,-74.06388,01:45:00,1
Volver a casa,14:22:45,15:18:30,4.63382,4.60042,-74.06388,-74.11886,00:55:45,1
Recibir atencion en salud,11:00:00,13:30:00,4.59472,4.63523,-74.12329,-74.06581,02:30:00,1
Volver a casa,14:22:30,16:12:30,4.63523,4.59472,-74.06581,-74.12329,01:50:00,1
Estudiar,16:00:00,17:30:00,4.75186,4.65553,-74.05850,-74.06276,01:30:00,1
Volver a casa,21:00:00,22:10:00,4.65553,4.60045,-74.06276,-74.12341,01:10:00,1
Buscar/dejar dejar algo,10:31:00,11:32:00,4.60052,4.64841,-74.12412,-74.15564,01:01:00,1
Volver a casa,12:47:00,13:48:00,4.64841,4.59833,-74.15564,-74.12479,01:01:00,1
Trabajar,07:00:00,08:00:00,4.60052,4.64712,-74.12412,-74.09079,01:00:00,1
Volver a casa,12:10:00,13:06:00,4.64712,4.59855,-74.09079,-74.12559,00:56:00,1
Trabajar,15:30:00,17:06:00,4.59707,4.57841,-74.10622,-74.21257,01:36:00,1
Volver a casa,23:51:04,00:45:04,4.57841,4.59707,-74.21257,-74.10622,00:54:00,1
Compras,04:45:00,04:51:00,4.59646,4.59149,-74.10550,-74.12308,00:06:00,1
Volver a casa,19:00:00,20:00:00,4.60460,4.59360,-74.07708,-74.10837,01:00:00,1
Estudiar,05:15:00,07:00:00,4.61083,4.62156,-74.16567,-74.12897,01:45:00,1
Volver a casa,12:00:00,14:15:00,4.62156,4.61083,-74.12897,-74.16567,02:15:00,1
Trabajar,05:30:00,07:00:00,4.63200,4.75066,-74.13458,-74.04293,01:30:00,1
Estudiar,17:15:00,18:45:00,4.75066,4.60039,-74.04293,-74.07281,01:30:00,1
Volver a casa,22:00:00,22:46:00,4.60039,4.63200,-74.07281,-74.13458,00:46:00,1
Estudiar,17:30:00,18:05:00,4.63230,4.59832,-74.12731,-74.07188,00:35:00,1
Volver a casa,22:00:00,22:50:00,4.59832,4.63200,-74.07188,-74.13458,00:50:00,1
Trabajar,06:12:00,07:12:00,4.76788,4.69475,-74.02647,-74.05594,01:00:00,1
Trabajar,06:54:00,07:54:00,4.73094,4.67948,-74.04126,-74.05046,01:00:00,1
Volver a casa,16:56:00,17:56:00,4.67948,4.73094,-74.05046,-74.04126,01:00:00,1
Estudiar,06:59:00,07:29:00,4.73094,4.66099,-74.04126,-74.06029,00:30:00,1
Volver a casa,16:01:00,16:47:00,4.66099,4.73094,-74.06029,-74.04126,00:46:00,1
Trabajar,11:37:00,12:38:00,4.76745,4.60460,-74.02564,-74.07708,01:01:00,1
Volver a casa,18:43:00,20:43:00,4.60460,4.76745,-74.07708,-74.02564,02:00:00,1
Compras,10:05:00,12:10:00,4.60667,4.70363,-74.07166,-74.03274,02:05:00,1
Trabajar,17:00:00,17:20:00,4.63759,4.60460,-74.06269,-74.07708,00:20:00,1
Volver a casa,22:20:00,23:00:00,4.60460,4.63759,-74.07708,-74.06269,00:40:00,1
Otra cosa,15:00:00,16:00:00,4.63759,4.60213,-74.06269,-74.07665,01:00:00,1
Volver a casa,17:00:00,18:00:00,4.60213,4.63759,-74.07665,-74.06269,01:00:00,1
Estudiar,08:45:00,09:06:00,4.62968,4.62997,-74.06578,-74.06574,00:21:00,1
Volver a casa,10:42:50,11:18:50,4.62997,4.72133,-74.06574,-74.05958,00:36:00,1
Estudiar,07:30:00,07:58:00,4.72133,4.63871,-74.05958,-74.05904,00:28:00,1
Volver a casa,09:47:40,10:37:50,4.63871,4.72133,-74.05904,-74.05958,00:50:10,1
Estudiar,05:00:00,05:56:00,4.72242,4.63256,-74.05823,-74.06779,00:56:00,1
Volver a casa,06:02:56,07:32:56,4.63256,4.72242,-74.06779,-74.05823,01:30:00,1
Estudiar,06:30:00,08:10:00,4.72242,4.60389,-74.05823,-74.07838,01:40:00,1
Volver a casa,08:46:28,09:41:41,4.60389,4.72242,-74.07838,-74.05823,00:55:13,1
Tramites,07:20:00,08:15:00,4.72221,4.75567,-74.05871,-74.04786,00:55:00,1
Volver a casa,09:31:15,10:22:15,4.75567,4.72221,-74.04786,-74.05871,00:51:00,1
Tramites,07:20:00,08:15:00,4.71916,4.75780,-74.05912,-74.05203,00:55:00,1
Volver a casa,09:31:15,10:22:15,4.75780,4.72117,-74.05203,-74.05802,00:51:00,1
Trabajar,05:45:00,07:00:00,4.64618,4.65720,-74.16422,-74.05877,01:15:00,1
Volver a casa,17:30:00,19:30:00,4.65720,4.59355,-74.05877,-74.11383,02:00:00,1
Estudiar,10:30:00,11:30:00,4.59238,4.65917,-74.10996,-74.06203,01:00:00,1
Volver a casa,21:00:00,22:00:00,4.65917,4.59238,-74.06203,-74.10996,01:00:00,1
Estudiar,05:00:00,07:00:00,4.59103,4.78550,-74.07107,-74.04879,02:00:00,1
Volver a casa,17:00:00,20:00:00,4.78550,4.59103,-74.04879,-74.07107,03:00:00,1
Otra cosa,08:30:00,11:00:00,4.64403,4.72484,-74.05267,-74.05135,02:30:00,1
Volver a casa,19:00:00,21:00:00,4.72484,4.49706,-74.05135,-74.10451,02:00:00,1
Trabajar,06:00:00,07:00:00,4.75278,4.64389,-74.02761,-74.06005,01:00:00,1
Volver a casa,17:00:00,18:00:00,4.64389,4.75278,-74.06005,-74.02761,01:00:00,1
Estudiar,06:00:00,07:00:00,4.64407,4.64483,-74.05979,-74.06029,01:00:00,1
Volver a casa,11:00:00,12:00:00,4.64483,4.75278,-74.06029,-74.02761,01:00:00,1
Trabajar,14:00:00,16:00:00,4.62767,4.52845,-74.08500,-74.12617,02:00:00,1
Volver a casa,16:20:00,18:10:00,4.52845,4.62767,-74.12617,-74.08500,01:50:00,1
Trabajar,13:00:00,14:00:00,4.74282,4.64970,-74.10737,-74.06450,01:00:00,1
Volver a casa,22:00:00,23:00:00,4.64970,4.72698,-74.06450,-74.10193,01:00:00,1
Recibir atencion en salud,05:00:00,05:45:00,4.74848,4.62942,-74.05030,-74.06475,00:45:00,1
Volver a casa,12:00:00,13:15:00,4.62942,4.74848,-74.06475,-74.05030,01:15:00,1
Trabajar,05:15:00,06:30:00,4.56011,4.70884,-74.14149,-74.05384,01:15:00,1
Volver a casa,18:30:00,20:40:00,4.70884,4.56011,-74.05384,-74.14149,02:10:00,1
Recibir atencion en salud,13:43:00,15:43:00,4.58723,4.57076,-74.08063,-74.09631,02:00:00,1
Volver a casa,18:30:00,20:20:00,4.57076,4.58723,-74.09631,-74.08063,01:50:00,1
Trabajar,06:00:00,07:30:00,4.62201,4.59851,-74.14334,-74.10654,01:30:00,1
Volver a casa,21:00:00,23:07:00,4.59851,4.62201,-74.10654,-74.14334,02:07:00,1
Estudiar,05:30:00,06:00:00,4.62201,4.60460,-74.14334,-74.07708,00:30:00,1
Volver a casa,22:00:00,22:41:00,4.60362,4.62201,-74.06880,-74.14334,00:41:00,1
Volver a casa,15:00:00,16:45:00,4.63885,4.56883,-74.06864,-74.08786,01:45:00,1
Estudiar,17:00:00,17:50:00,4.56883,4.62284,-74.08786,-74.06946,00:50:00,1
Volver a casa,22:00:00,23:00:00,4.62284,4.56883,-74.06946,-74.08786,01:00:00,1
Volver a casa,14:30:00,15:45:00,4.60557,4.59632,-74.07341,-74.13101,01:15:00,1
Tramites,07:50:00,08:40:00,4.59652,4.67276,-74.13103,-74.05127,00:50:00,1
Volver a casa,10:15:00,11:52:00,4.67276,4.59652,-74.05127,-74.13103,01:37:00,1
Estudiar,07:00:00,07:30:00,4.59652,4.63449,-74.13103,-74.07932,00:30:00,1
Volver a casa,15:25:00,15:55:00,4.63449,4.59652,-74.07932,-74.13103,00:30:00,1
Otra cosa,11:00:00,13:00:00,4.59011,4.69879,-74.07189,-74.04064,02:00:00,1
Estudiar,06:00:00,06:54:00,4.60033,4.66371,-74.12368,-74.07619,00:54:00,1
Volver a casa,17:00:00,18:00:00,4.66371,4.60033,-74.07619,-74.12368,01:00:00,1
Volver a casa,11:30:00,14:30:00,4.73214,4.59368,-74.07523,-74.10550,03:00:00,1
Buscar/dejar dejar algo,15:30:00,16:15:00,4.66958,4.70311,-74.06194,-74.07192,00:45:00,1
Trabajar,08:30:00,09:30:00,4.68237,4.62291,-74.06757,-74.08441,01:00:00,1
Volver a casa,14:30:00,15:45:00,4.62291,4.68237,-74.08441,-74.06757,01:15:00,1
Trabajar,17:45:00,18:45:00,4.63845,4.59575,-74.18761,-74.07669,01:00:00,1
Volver a casa,22:30:00,23:51:00,4.59575,4.68383,-74.07669,-74.06568,01:21:00,1
Buscar trabajo,09:00:00,10:30:00,4.54961,4.60071,-74.13883,-74.08106,01:30:00,1
Buscar / Dejar alguien bajo su cuidad,18:30:00,19:30:00,4.60071,4.54961,-74.08106,-74.13883,01:00:00,1
Recibir atencion en salud,09:00:00,10:30:00,4.76161,4.69270,-74.04234,-74.05102,01:30:00,1
Volver a casa,11:30:00,12:40:00,4.69270,4.76161,-74.05102,-74.04234,01:10:00,1
Tramites,08:30:00,09:00:00,4.76161,4.71221,-74.04234,-74.05044,00:30:00,1
Volver a casa,12:00:00,12:45:00,4.71221,4.76161,-74.05044,-74.04234,00:45:00,1
Tramites,08:30:00,09:30:00,4.76161,4.70207,-74.04234,-74.02322,01:00:00,1
Volver a casa,15:00:00,16:00:00,4.70207,4.76161,-74.02322,-74.04234,01:00:00,1
Ir a ver a alguien,11:00:00,12:56:00,4.58881,4.74354,-74.08315,-74.01603,01:56:00,1
Volver a casa,20:45:00,22:00:00,4.74354,4.58881,-74.01603,-74.08315,01:15:00,1
Recibir atencion en salud,14:00:00,15:15:00,4.61626,4.58687,-74.16722,-74.08649,01:15:00,1
Volver a casa,18:30:00,20:30:00,4.58687,4.61626,-74.08649,-74.16722,02:00:00,1
Estudiar,05:50:00,06:38:00,4.60257,4.58662,-74.13097,-74.08191,00:48:00,1
Volver a casa,18:01:00,19:00:00,4.58662,4.60257,-74.08191,-74.13097,00:59:00,1
Trabajar,05:01:00,06:00:00,4.60451,4.61821,-74.13103,-74.08823,00:59:00,1
Volver a casa,18:00:00,19:06:00,4.61821,4.60451,-74.08823,-74.13103,01:06:00,1
Estudiar,19:00:00,20:00:00,4.68753,4.64419,-74.07918,-74.06573,01:00:00,1
Volver a casa,22:00:00,23:00:00,4.64419,4.68753,-74.06573,-74.07918,01:00:00,1
Tramites,09:00:00,10:15:00,4.70039,4.68971,-74.10311,-74.05410,01:15:00,1
Volver a casa,12:00:00,13:20:00,4.68971,4.70039,-74.05410,-74.10311,01:20:00,1
Tramites,09:00:00,09:10:00,4.69477,4.69993,-74.08976,-74.09747,00:10:00,1
Estudiar,16:30:00,17:30:00,4.69781,4.59820,-74.10285,-74.07315,01:00:00,1
Volver a casa,22:10:00,22:50:00,4.59820,4.69781,-74.07315,-74.10285,00:40:00,1
Trabajar,07:30:00,08:15:00,4.69781,4.66972,-74.10285,-74.05937,00:45:00,1
Volver a casa,18:30:00,19:30:00,4.66972,4.69781,-74.05937,-74.10285,01:00:00,1
Recibir atencion en salud,05:00:00,07:30:00,4.59701,4.68695,-74.14642,-74.05714,02:30:00,1
Volver a casa,09:40:00,11:04:00,4.68695,4.59701,-74.05714,-74.14642,01:24:00,1
Estudiar,07:00:00,08:20:00,4.59677,4.62687,-74.14632,-74.06881,01:20:00,1
Volver a casa,12:39:00,13:50:00,4.62687,4.59677,-74.06881,-74.14632,01:11:00,1
Trabajar,05:00:00,06:46:00,4.57813,4.66902,-74.17848,-74.07383,01:46:00,1
Volver a casa,18:30:00,20:16:00,4.66902,4.57813,-74.07383,-74.17848,01:46:00,1
Trabajar,11:01:00,11:59:00,4.67892,4.63729,-74.07381,-74.07131,00:58:00,1
Volver a casa,18:30:00,18:52:00,4.63729,4.67887,-74.07131,-74.07385,00:22:00,1
Otra cosa,15:42:00,16:04:00,4.68026,4.67015,-74.07215,-74.05524,00:22:00,1
Volver a casa,16:44:00,17:27:00,4.67015,4.67887,-74.05524,-74.07385,00:43:00,1
Trabajar,06:14:00,06:45:00,4.68257,4.66306,-74.06703,-74.06375,00:31:00,1
Volver a casa,18:00:00,18:50:00,4.66306,4.68257,-74.06375,-74.06703,00:50:00,1
Tramites,19:30:00,20:00:00,4.74068,4.69586,-74.10071,-74.09577,00:30:00,1
Volver a casa,20:30:00,21:20:00,4.69586,4.74068,-74.09577,-74.10071,00:50:00,1
Estudiar,09:21:00,10:09:00,4.75786,4.65720,-74.10310,-74.05877,00:48:00,1
Volver a casa,19:31:00,20:24:00,4.65720,4.75786,-74.05877,-74.10310,00:53:00,1
Recibir atencion en salud,10:00:00,11:15:00,4.54957,4.59178,-74.13882,-74.08896,01:15:00,1
Recibir atencion en salud,14:00:00,15:00:00,4.59178,4.66775,-74.08896,-74.07322,01:00:00,1
Recibir atencion en salud,08:00:00,09:01:00,4.54733,4.63583,-74.13923,-74.06524,01:01:00,1
Volver a casa,17:30:00,19:00:00,4.63583,4.54733,-74.06524,-74.13923,01:30:00,1
Trabajar,06:00:00,08:00:00,4.72099,4.61827,-74.12507,-74.20408,02:00:00,1
Volver a casa,18:00:00,20:00:00,4.61827,4.72099,-74.20408,-74.12507,02:00:00,1
Trabajar,06:00:00,06:45:00,4.71990,4.63058,-74.12533,-74.08145,00:45:00,1
Volver a casa,17:00:00,18:30:00,4.63058,4.71990,-74.08145,-74.12533,01:30:00,1
Estudiar,06:00:00,06:30:00,4.71990,4.69594,-74.12533,-74.08692,00:30:00,1
Volver a casa,15:00:00,15:30:00,4.69594,4.71990,-74.08692,-74.12533,00:30:00,1
Tramites,09:30:00,09:50:00,4.60807,4.64499,-74.07079,-74.06379,00:20:00,1
Volver a casa,12:30:00,12:50:00,4.64499,4.68761,-74.06379,-74.08250,00:20:00,1
Trabajar,05:00:00,05:50:00,4.68728,4.74719,-74.07767,-74.04259,00:50:00,1
Volver a casa,16:00:00,17:00:00,4.74719,4.68728,-74.04259,-74.07767,01:00:00,1
Trabajar,16:30:00,17:00:00,4.59633,4.60101,-74.14194,-74.08135,00:30:00,1
Volver a casa,19:00:00,19:43:00,4.60101,4.59633,-74.08135,-74.14194,00:43:00,1
Trabajar,12:03:00,12:50:00,4.59721,4.60864,-74.14160,-74.06546,00:47:00,1
Volver a casa,20:02:00,20:41:00,4.60864,4.59721,-74.06546,-74.14160,00:39:00,1
Recibir atencion en salud,05:30:00,06:30:00,4.58868,4.65768,-74.12268,-74.10969,01:00:00,1
Volver a casa,18:22:30,19:27:30,4.65768,4.58868,-74.10969,-74.12268,01:05:00,1
Estudiar,13:00:00,16:00:00,4.58955,4.65163,-74.12093,-74.04978,03:00:00,1
Volver a casa,16:21:00,18:11:00,4.65163,4.58955,-74.04978,-74.12093,01:50:00,1
Tramites,12:00:00,14:00:00,4.59128,4.79672,-74.12039,-74.03850,02:00:00,1
Volver a casa,21:13:36,22:27:36,4.79672,4.59128,-74.03850,-74.12039,01:14:00,1
Buscar trabajo,06:00:00,08:30:00,4.75157,4.75319,-74.04650,-74.04467,02:30:00,1
Volver a casa,13:00:00,15:00:00,4.75319,4.54371,-74.04467,-74.13702,02:00:00,1
Trabajar,06:00:00,06:30:00,4.62695,4.69106,-74.08400,-74.06335,00:30:00,1
Volver a casa,15:00:00,15:40:00,4.69106,4.62695,-74.06335,-74.08400,00:40:00,1
Asuntos de Trabajo,06:17:00,07:19:00,4.72087,4.68574,-74.05850,-74.04966,01:02:00,1
Volver a casa,08:31:19,09:41:21,4.68574,4.72087,-74.04966,-74.05850,01:10:02,1
Trabajar,05:00:00,06:30:00,4.72087,4.63110,-74.05850,-74.14494,01:30:00,1
Volver a casa,20:30:00,22:00:00,4.63110,4.72087,-74.14494,-74.05850,01:30:00,1
Trabajar,06:30:00,08:00:00,4.58904,4.72882,-74.11072,-74.04999,01:30:00,1
Volver a casa,19:30:00,21:00:00,4.72882,4.58904,-74.04999,-74.11072,01:30:00,1
Trabajar,04:30:00,05:30:00,4.58993,4.75218,-74.11670,-74.04635,01:00:00,1
Volver a casa,16:30:00,17:30:00,4.75218,4.58878,-74.04635,-74.11650,01:00:00,1
Tramites,09:00:00,11:00:00,4.60143,4.67472,-74.12983,-74.06757,02:00:00,1
Volver a casa,13:00:00,15:00:00,4.67472,4.60143,-74.06757,-74.12983,02:00:00,1
Estudiar,17:00:00,18:00:00,4.65952,4.62967,-74.05962,-74.06926,01:00:00,1
Trabajar,07:00:00,07:50:00,4.58959,4.61410,-74.11567,-74.09166,00:50:00,1
Volver a casa,16:30:00,17:00:00,4.61410,4.58959,-74.09166,-74.11567,00:30:00,1
Volver a casa,08:30:00,09:30:00,4.60373,4.68734,-74.08523,-74.07784,01:00:00,1
Trabajar,05:00:00,05:50:00,4.68851,4.76267,-74.07859,-74.03764,00:50:00,1
Volver a casa,16:00:00,17:00:00,4.76267,4.68851,-74.03764,-74.07859,01:00:00,1
Trabajar,08:00:00,09:00:00,4.69897,4.58949,-74.09360,-74.09129,01:00:00,1
Volver a casa,15:00:00,16:00:00,4.58949,4.69897,-74.09129,-74.09360,01:00:00,1
Tramites,09:00:00,09:30:00,4.56254,4.60460,-74.08462,-74.07708,00:30:00,1
Volver a casa,10:32:30,10:52:30,4.60460,4.56485,-74.07708,-74.08511,00:20:00,1
Tramites,10:30:00,11:30:00,4.56720,4.64981,-74.10215,-74.10074,01:00:00,1
Volver a casa,18:15:00,20:05:00,4.64981,4.56720,-74.10074,-74.10215,01:50:00,1
Trabajar,08:30:00,09:15:00,4.56724,4.61709,-74.09532,-74.15556,00:45:00,1
Volver a casa,17:00:00,18:00:00,4.61709,4.56724,-74.15556,-74.09532,01:00:00,1
Buscar / Dejar alguien bajo su cuidad,06:15:00,06:38:00,4.55734,4.62334,-74.08406,-74.06637,00:23:00,1
Volver a casa,16:50:00,17:13:00,4.62334,4.55734,-74.06637,-74.08406,00:23:00,1
Buscar / Dejar alguien bajo su cuidad,06:15:00,06:30:00,4.55921,4.57112,-74.08437,-74.08417,00:15:00,1
Volver a casa,16:50:00,17:08:00,4.57112,4.55921,-74.08417,-74.08437,00:18:00,1
Tramites,18:00:00,19:30:00,4.59385,4.68260,-74.08734,-74.08082,01:30:00,1
Otra cosa,14:00:00,15:00:00,4.71749,4.70815,-74.10871,-74.09889,01:00:00,1
Volver a casa,18:00:00,19:00:00,4.70815,4.71749,-74.09889,-74.10871,01:00:00,1
Trabajar,08:00:00,09:40:00,4.71749,4.61685,-74.10871,-74.06750,01:40:00,1
Volver a casa,15:52:40,16:32:20,4.61685,4.71749,-74.06750,-74.10871,00:39:40,1
Estudiar,06:35:00,06:45:00,4.71749,4.71668,-74.10871,-74.11511,00:10:00,1
Volver a casa,15:00:00,16:00:00,4.71668,4.71749,-74.11511,-74.10871,01:00:00,1
Trabajar,08:01:00,09:15:00,4.69755,4.62974,-74.11470,-74.07152,01:14:00,1
Volver a casa,14:56:15,15:23:15,4.62974,4.69755,-74.07152,-74.11470,00:27:00,1
Ir a ver a alguien,10:00:00,11:25:00,4.70266,4.66479,-74.10543,-74.07669,01:25:00,1
Volver a casa,12:31:25,13:42:50,4.66479,4.70266,-74.07669,-74.10543,01:11:25,1
Trabajar,07:08:00,07:50:00,4.70039,4.58139,-74.10311,-74.11210,00:42:00,1
Volver a casa,16:27:00,18:07:00,4.58139,4.70039,-74.11210,-74.10311,01:40:00,1
Buscar/dejar dejar algo,06:10:00,07:03:00,4.69841,4.65366,-74.10295,-74.06278,00:53:00,1
Volver a casa,07:26:03,08:11:56,4.65366,4.69841,-74.06278,-74.10295,00:45:53,1
Trabajar,05:30:00,06:50:00,4.70334,4.60517,-74.10314,-74.07134,01:20:00,1
Volver a casa,07:06:00,08:40:00,4.60517,4.70334,-74.07134,-74.10314,01:34:00,1
Otra cosa,17:06:00,17:25:00,4.71749,4.70802,-74.10871,-74.05325,00:19:00,1
Volver a casa,19:51:00,20:10:00,4.70802,4.71749,-74.05325,-74.10871,00:19:00,1
Recibir atencion en salud,10:00:00,10:45:00,4.71749,4.68703,-74.10871,-74.07994,00:45:00,1
Volver a casa,13:30:00,14:00:00,4.68703,4.71749,-74.07994,-74.10871,00:30:00,1
Otra cosa,18:00:00,19:30:00,4.69719,4.72143,-74.11539,-74.10828,01:30:00,1
Volver a casa,22:30:00,23:21:04,4.72143,4.69719,-74.10828,-74.11539,00:51:04,1
Recibir atencion en salud,14:00:00,16:00:00,4.70039,4.63871,-74.10311,-74.05904,02:00:00,1
Volver a casa,17:00:00,18:30:00,4.63871,4.70039,-74.05904,-74.10311,01:30:00,1
Estudiar,07:00:00,08:00:00,4.70039,4.63489,-74.10311,-74.07188,01:00:00,1
Volver a casa,15:00:00,16:30:00,4.63489,4.70039,-74.07188,-74.10311,01:30:00,1
Estudiar,05:00:00,05:55:00,4.69703,4.63032,-74.10337,-74.06046,00:55:00,1
Volver a casa,10:30:00,10:56:00,4.63032,4.69703,-74.06046,-74.10337,00:26:00,1
Tramites,14:00:00,15:15:00,4.54978,4.60460,-74.14427,-74.07708,01:15:00,1
Volver a casa,16:00:00,17:30:00,4.60460,4.54978,-74.07708,-74.14427,01:30:00,1
Otra cosa,04:30:00,06:00:00,4.54989,4.70463,-74.13768,-74.04363,01:30:00,1
Recibir atencion en salud,04:30:00,06:00:00,4.54989,4.70463,-74.13768,-74.04363,01:30:00,1
Trabajar,04:50:00,06:00:00,4.54989,4.59533,-74.13768,-74.08139,01:10:00,1
Volver a casa,14:00:00,15:15:00,4.59533,4.54989,-74.08139,-74.13768,01:15:00,1
Trabajar,04:50:00,06:10:00,4.61552,4.75190,-74.15216,-74.04642,01:20:00,1
Volver a casa,07:08:23,09:06:23,4.75190,4.61552,-74.04642,-74.15216,01:58:00,1
Trabajar,06:00:00,07:51:00,4.57754,4.68175,-74.16879,-74.05788,01:51:00,1
Volver a casa,15:00:00,16:00:00,4.68175,4.57754,-74.05788,-74.16879,01:00:00,1
Trabajar,08:00:00,09:30:00,4.57779,4.63642,-74.16864,-74.06679,01:30:00,1
Volver a casa,17:00:00,19:00:00,4.63642,4.57779,-74.06679,-74.16864,02:00:00,1
Trabajar,08:00:00,09:30:00,4.57779,4.64306,-74.16864,-74.06790,01:30:00,1
Volver a casa,17:00:00,19:00:00,4.64306,4.57779,-74.06790,-74.16864,02:00:00,1
Volver a casa,17:05:00,18:06:00,4.67026,4.69648,-74.07249,-74.04219,01:01:00,1
Tramites,12:02:00,13:48:00,4.76161,4.62788,-74.04234,-74.07076,01:46:00,1
Volver a casa,15:05:00,16:51:00,4.62788,4.76161,-74.07076,-74.04234,01:46:00,1
Tramites,12:02:00,13:49:00,4.76267,4.62703,-74.03764,-74.06993,01:47:00,1
Volver a casa,15:05:00,16:51:00,4.62703,4.76161,-74.06993,-74.04234,01:46:00,1
Estudiar,07:30:00,09:27:00,4.76161,4.59507,-74.04234,-74.07593,01:57:00,1
Volver a casa,13:30:00,14:30:00,4.59507,4.76161,-74.07593,-74.04234,01:00:00,1
Tramites,14:29:00,16:20:00,4.75278,4.60613,-74.02761,-74.07123,01:51:00,1
Recibir atencion en salud,12:10:00,12:25:00,4.65293,4.66143,-74.08708,-74.07281,00:15:00,1
Trabajar,15:00:00,15:41:00,4.64630,4.59327,-74.07184,-74.12581,00:41:00,1
Estudiar,07:03:00,07:35:00,4.65293,4.60542,-74.08708,-74.06667,00:32:00,1
