MOTIVOVIAJE,HORA_INICIO,HORA_FIN,LATITUD_ORIGEN,LATITUD_DESTINO,LONGITUD_ORIGEN,LONGITUD_DESTINO,DIFERENCIA_HORAS,DIA_HABIL
Otra cosa,11:40:00,13:05:00,4.65310,4.65917,-74.13953,-74.06203,01:25:00,1
Volver a casa,14:27:30,16:17:30,4.65917,4.65310,-74.06203,-74.13953,01:50:00,1
Recibir atencion en salud,09:00:00,11:00:00,4.59690,4.68482,-74.10205,-74.07831,02:00:00,1
Volver a casa,12:00:00,14:00:00,4.68482,4.59690,-74.07831,-74.10205,02:00:00,1
Trabajar,15:00:00,16:30:00,4.59414,4.75930,-74.11708,-74.04566,01:30:00,1
Asuntos de Trabajo,16:35:00,18:20:00,4.75930,4.65521,-74.04566,-74.13231,01:45:00,1
Volver a casa,22:00:00,23:00:00,4.65521,4.59414,-74.13231,-74.11708,01:00:00,1
Recibir atencion en salud,15:00:00,15:45:00,4.56845,4.63030,-74.09385,-74.06815,00:45:00,1
Trabajar,09:00:00,09:45:00,4.67780,4.67385,-74.05850,-74.06732,00:45:00,1
Volver a casa,18:00:00,19:15:00,4.67385,4.59023,-74.06732,-74.07114,01:15:00,1
Tramites,10:00:00,10:45:00,4.59016,4.62763,-74.07097,-74.08118,00:45:00,1
Volver a casa,17:30:00,18:30:00,4.62763,4.59016,-74.08118,-74.07097,01:00:00,1
Tramites,10:00:00,10:45:00,4.59016,4.62763,-74.07097,-74.08118,00:45:00,1
Volver a casa,17:30:00,18:30:00,4.62763,4.59016,-74.08118,-74.07097,01:00:00,1
Tramites,10:00:00,10:45:00,4.59016,4.62763,-74.07097,-74.08118,00:45:00,1
Volver a casa,17:30:00,18:30:00,4.62763,4.59016,-74.08118,-74.07097,01:00:00,1
Estudiar,10:30:00,11:30:00,4.59016,4.63220,-74.07097,-74.06643,01:00:00,1
Volver a casa,16:00:00,17:00:00,4.63220,4.59016,-74.06643,-74.07097,01:00:00,1
Trabajar,06:00:00,08:30:00,4.58917,4.74034,-74.07098,-74.04818,02:30:00,1
Volver a casa,20:00:00,21:30:00,4.74034,4.58917,-74.04818,-74.07098,01:30:00,1
Buscar trabajo,10:00:00,11:30:00,4.59000,4.62953,-74.07193,-74.06929,01:30:00,1
Trabajar,06:20:00,07:05:00,4.58995,4.60683,-74.07191,-74.07402,00:45:00,1
Volver a casa,11:00:00,12:00:00,4.65768,4.68301,-74.10969,-74.15095,01:00:00,1
Volver a casa,17:00:00,18:04:00,4.68301,4.68301,-74.15095,-74.15095,01:04:00,1
Trabajar,12:00:00,12:47:00,4.60758,4.60039,-74.12632,-74.07572,00:47:00,0
Volver a casa,18:20:00,19:11:00,4.60039,4.60758,-74.07572,-74.12632,00:51:00,0
Trabajar,12:00:00,12:42:00,4.60758,4.60039,-74.12632,-74.07572,00:42:00,0
Volver a casa,18:20:00,18:54:00,4.60039,4.60758,-74.07572,-74.12632,00:34:00,0
Trabajar,06:30:00,07:10:00,4.68123,4.68649,-74.13803,-74.05523,00:40:00,1
Volver a casa,13:16:10,14:21:50,4.68649,4.68123,-74.05523,-74.13803,01:05:40,1
Trabajar,07:00:00,08:40:00,4.68013,4.64419,-74.13685,-74.06573,01:40:00,1
Volver a casa,18:00:00,18:40:00,4.64419,4.68013,-74.06573,-74.13685,00:40:00,1
Trabajar,06:09:00,08:00:00,4.55014,4.68175,-74.14370,-74.05788,01:51:00,1
Volver a casa,17:00:00,20:00:00,4.68175,4.55014,-74.05788,-74.14370,03:00:00,1
Trabajar,06:00:00,08:00:00,4.54961,4.67378,-74.14389,-74.04799,02:00:00,1
Volver a casa,16:00:00,18:30:00,4.67378,4.54961,-74.04799,-74.14389,02:30:00,1
Estudiar,16:00:00,17:30:00,4.67867,4.64606,-74.06080,-74.05470,01:30:00,1
Volver a casa,22:00:00,23:22:00,4.64606,4.54961,-74.05470,-74.14389,01:22:00,1
Otra cosa,12:15:00,12:55:00,4.59133,4.66119,-74.11866,-74.05848,00:40:00,1
Volver a casa,16:05:00,17:00:00,4.66119,4.59133,-74.05848,-74.11866,00:55:00,1
Trabajar,06:45:00,07:30:00,4.59133,4.62134,-74.11866,-74.06696,00:45:00,1
Volver a casa,22:00:00,23:20:00,4.64557,4.59133,-74.06147,-74.11866,01:20:00,1
Trabajar,06:00:00,07:00:00,4.59133,4.67887,-74.11866,-74.11971,01:00:00,1
Volver a casa,15:00:00,16:00:00,4.67887,4.59133,-74.11971,-74.11866,01:00:00,1
Recibir atencion en salud,08:00:00,09:40:00,4.75718,4.64297,-74.02367,-74.09631,01:40:00,1
Compras,13:00:00,14:00:00,4.64297,4.72402,-74.09631,-74.04858,01:00:00,1
Trabajar,06:30:00,07:45:00,4.65816,4.62694,-74.11074,-74.06981,01:15:00,1
Volver a casa,22:00:00,23:00:00,4.66093,4.65816,-74.05613,-74.11074,01:00:00,1
Estudiar,06:15:00,08:30:00,4.59636,4.62788,-74.10266,-74.07076,02:15:00,1
Ir a ver a alguien,08:00:00,09:00:00,4.59022,4.67590,-74.07166,-74.04177,01:00:00,1
Volver a casa,10:00:00,11:00:00,4.67590,4.59022,-74.04177,-74.07166,01:00:00,1
Trabajar,07:00:00,08:00:00,4.66809,4.66079,-74.06063,-74.04622,01:00:00,1
Volver a casa,18:30:00,20:00:00,4.66079,4.58967,-74.04622,-74.07173,01:30:00,1
Estudiar,12:00:00,12:56:00,4.66998,4.63332,-74.14987,-74.07965,00:56:00,1
Volver a casa,18:20:00,18:55:00,4.63332,4.66998,-74.07965,-74.14987,00:35:00,1
Buscar trabajo,11:00:00,13:00:00,4.53956,4.55885,-74.09094,-74.12324,02:00:00,1
Volver a casa,14:46:00,16:36:00,4.55885,4.53956,-74.12324,-74.09094,01:50:00,1
Trabajar,04:30:00,06:00:00,4.53956,4.54094,-74.09094,-74.08582,01:30:00,1
Volver a casa,13:21:00,15:11:00,4.54094,4.53956,-74.08582,-74.09094,01:50:00,1
Trabajar,13:30:00,14:50:00,4.59877,4.58655,-74.07610,-74.13563,01:20:00,1
Volver a casa,17:20:00,19:00:00,4.58655,4.75291,-74.13563,-74.02361,01:40:00,1
Trabajar,05:00:00,07:50:00,4.51779,4.86485,-74.11384,-74.04745,02:50:00,1
Trabajar,10:00:00,11:30:00,4.86485,4.63805,-74.04745,-74.09743,01:30:00,1
Trabajar,05:30:00,07:00:00,4.51796,4.64437,-74.11391,-74.06677,01:30:00,1
Buscar/dejar dejar algo,17:30:00,19:00:00,4.64437,4.60610,-74.06677,-74.08235,01:30:00,1
Trabajar,05:50:00,07:15:00,4.63460,4.59453,-74.14610,-74.06927,01:25:00,1
Volver a casa,16:10:00,18:30:00,4.59453,4.63460,-74.06927,-74.14610,02:20:00,1
Trabajar,08:00:00,09:30:00,4.63741,4.59870,-74.13947,-74.08103,01:30:00,1
Volver a casa,17:00:00,18:30:00,4.59870,4.63393,-74.08103,-74.14623,01:30:00,1
Estudiar,05:30:00,06:30:00,4.63393,4.65868,-74.14623,-74.06099,01:00:00,1
Volver a casa,22:00:00,23:00:00,4.65868,4.63393,-74.06099,-74.14623,01:00:00,1
Trabajar,14:15:00,15:20:00,4.68587,4.68439,-74.12435,-74.12489,01:05:00,1
Tramites,05:40:00,06:40:00,4.67112,4.65789,-74.04328,-74.05007,01:00:00,0
Volver a casa,10:40:00,10:45:00,4.65789,4.67112,-74.05007,-74.04328,00:05:00,0
Recibir atencion en salud,06:15:00,08:35:00,4.50537,4.65023,-74.10014,-74.05702,02:20:00,1
Volver a casa,09:00:00,11:15:00,4.65023,4.51866,-74.05702,-74.11511,02:15:00,1
Trabajar,05:00:00,06:48:00,4.50847,4.65055,-74.09647,-74.06160,01:48:00,1
Volver a casa,18:30:00,20:18:00,4.65055,4.50847,-74.06160,-74.09647,01:48:00,1
Trabajar,09:00:00,10:00:00,4.53349,4.53731,-74.10934,-74.11834,01:00:00,1
Volver a casa,10:30:00,12:14:00,4.53731,4.53349,-74.11834,-74.10934,01:44:00,1
Estudiar,08:00:00,08:46:00,4.53239,4.66306,-74.10901,-74.06375,00:46:00,1
Volver a casa,12:00:00,12:44:00,4.66306,4.53239,-74.06375,-74.10901,00:44:00,1
Estudiar,06:15:00,08:00:00,4.73883,4.61815,-74.07481,-74.08732,01:45:00,1
Volver a casa,18:00:00,20:00:00,4.61815,4.73883,-74.08732,-74.07481,02:00:00,1
Volver a casa,18:00:00,19:00:00,4.75157,4.59259,-74.04650,-74.11630,01:00:00,1
Volver a casa,18:15:00,19:15:00,4.63617,4.59259,-74.07910,-74.11630,01:00:00,1
Buscar trabajo,06:00:00,07:30:00,4.73747,4.62178,-74.07587,-74.06694,01:30:00,1
Volver a casa,12:30:00,13:15:00,4.62178,4.73747,-74.06694,-74.07587,00:45:00,1
Estudiar,07:00:00,08:10:00,4.73861,4.63823,-74.07499,-74.06416,01:10:00,1
Volver a casa,14:00:00,15:05:00,4.63823,4.73861,-74.06416,-74.07499,01:05:00,1
Estudiar,11:00:00,12:40:00,4.61713,4.64977,-74.18784,-74.06493,01:40:00,1
Volver a casa,18:00:00,19:40:00,4.64977,4.61713,-74.06493,-74.18784,01:40:00,1
Recibir atencion en salud,06:00:00,07:00:00,4.59659,4.68354,-74.07025,-74.05774,01:00:00,1
Volver a casa,08:30:00,10:00:00,4.68354,4.59659,-74.05774,-74.07025,01:30:00,1
Volver a casa,20:00:00,21:00:00,4.60556,4.59623,-74.06588,-74.06941,01:00:00,1
Estudiar,09:00:00,10:00:00,4.67732,4.58511,-74.13637,-74.22093,01:00:00,1
Volver a casa,13:00:00,14:00:00,4.58511,4.67732,-74.22093,-74.13637,01:00:00,1
Estudiar,13:00:00,13:40:00,4.67996,4.62763,-74.13895,-74.08118,00:40:00,1
Volver a casa,18:00:00,19:00:00,4.62763,4.67996,-74.08118,-74.13895,01:00:00,1
Trabajar,16:30:00,17:45:00,4.60077,4.59570,-74.07010,-74.15833,01:15:00,1
Volver a casa,19:50:00,21:50:00,4.59570,4.60077,-74.15833,-74.07010,02:00:00,1
Recibir atencion en salud,09:00:00,10:00:00,4.68695,4.68971,-74.05714,-74.05410,01:00:00,1
Volver a casa,11:20:00,14:00:00,4.68971,4.61669,-74.05410,-74.09428,02:40:00,1
Tramites,08:00:00,09:00:00,4.74916,4.74613,-74.06406,-74.04764,01:00:00,1
Compras,17:00:00,18:49:00,4.74916,4.60322,-74.06406,-74.07890,01:49:00,1
Tramites,12:00:00,15:00:00,4.75075,4.58056,-74.06302,-74.10523,03:00:00,1
Tramites,16:30:00,18:30:00,4.58056,4.74263,-74.10523,-74.06536,02:00:00,1
Trabajar,06:30:00,07:20:00,4.63161,4.67479,-74.08716,-74.05361,00:50:00,1
Volver a casa,15:00:00,16:30:00,4.67479,4.63161,-74.05361,-74.08716,01:30:00,1
Trabajar,06:30:00,07:20:00,4.63171,4.67138,-74.08705,-74.05728,00:50:00,1
Volver a casa,15:00:00,16:30:00,4.67138,4.63171,-74.05728,-74.08705,01:30:00,1
Trabajar,05:00:00,05:45:00,4.63171,4.59594,-74.08705,-74.16571,00:45:00,1
Volver a casa,18:30:00,19:10:00,4.59594,4.63171,-74.16571,-74.08705,00:40:00,1
Estudiar,09:00:00,10:30:00,4.63171,4.75319,-74.08705,-74.04467,01:30:00,1
Volver a casa,14:30:00,15:20:00,4.75319,4.63171,-74.04467,-74.08705,00:50:00,1
Trabajar,05:00:00,06:29:00,4.59905,4.75157,-74.06983,-74.04665,01:29:00,1
Volver a casa,17:30:00,18:45:00,4.75157,4.59905,-74.04665,-74.06983,01:15:00,1
Recibir atencion en salud,09:00:00,09:45:00,4.59806,4.63894,-74.06823,-74.06958,00:45:00,1
Volver a casa,11:00:00,11:40:00,4.63894,4.59806,-74.06958,-74.06823,00:40:00,1
Trabajar,05:00:00,06:29:00,4.59716,4.75319,-74.06944,-74.04467,01:29:00,1
Volver a casa,17:30:00,18:45:00,4.75319,4.59716,-74.04467,-74.06944,01:15:00,1
Estudiar,05:15:00,06:14:00,4.59716,4.65553,-74.06944,-74.06276,00:59:00,1
Volver a casa,16:00:00,16:41:00,4.65553,4.59716,-74.06276,-74.06944,00:41:00,1
Otra cosa,13:00:00,13:20:00,4.72412,4.70140,-74.04602,-74.02586,00:20:00,1
Volver a casa,15:00:00,16:00:00,4.70140,4.74975,-74.02586,-74.06403,01:00:00,1
Trabajar,06:30:00,07:20:00,4.74975,4.68610,-74.06403,-74.05767,00:50:00,1
Estudiar,17:00:00,17:40:00,4.68610,4.63718,-74.05767,-74.07064,00:40:00,1
Volver a casa,20:00:00,21:00:00,4.63718,4.74975,-74.07064,-74.06403,01:00:00,1
Trabajar,07:00:00,08:00:00,4.59728,4.70687,-74.10406,-74.05385,01:00:00,1
Estudiar,17:00:00,18:30:00,4.70687,4.60240,-74.05385,-74.07079,01:30:00,1
Volver a casa,18:00:00,18:45:00,4.59990,4.59592,-74.09947,-74.10311,00:45:00,1
Trabajar,05:00:00,06:00:00,4.58952,4.67438,-74.07602,-74.06866,01:00:00,1
Volver a casa,12:16:00,13:11:00,4.67438,4.58952,-74.06866,-74.07602,00:55:00,1
Trabajar,07:00:00,09:00:00,4.63097,4.69477,-74.08226,-74.08976,02:00:00,1
Volver a casa,17:00:00,18:05:00,4.69477,4.63097,-74.08976,-74.08226,01:05:00,1
Trabajar,06:20:00,07:30:00,4.74998,4.68056,-74.06406,-74.04901,01:10:00,1
Volver a casa,18:00:00,19:30:00,4.68056,4.74998,-74.04901,-74.06406,01:30:00,1
Volver a casa,17:00:00,18:45:00,4.66405,4.74998,-74.10953,-74.06406,01:45:00,1
Trabajar,06:55:00,08:30:00,4.59372,4.79743,-74.11610,-74.03838,01:35:00,1
Volver a casa,17:30:00,19:30:00,4.79743,4.59372,-74.03838,-74.11610,02:00:00,1
Trabajar,06:00:00,07:00:00,4.74989,4.65768,-74.06442,-74.10969,01:00:00,1
Volver a casa,19:00:00,20:00:00,4.65768,4.74989,-74.10969,-74.06442,01:00:00,1
Trabajar,07:10:00,08:30:00,4.58366,4.65377,-74.16420,-74.05387,01:20:00,1
Volver a casa,17:45:00,19:30:00,4.65377,4.58366,-74.05387,-74.16420,01:45:00,1
Trabajar,15:00:00,15:30:00,4.74970,4.74970,-74.06435,-74.06435,00:30:00,1
Volver a casa,17:00:00,18:00:00,4.74970,4.74970,-74.06435,-74.06435,01:00:00,1
Volver a casa,11:40:00,14:30:00,4.66306,4.65350,-74.06375,-74.13928,02:50:00,1
Recibir atencion en salud,10:00:00,11:00:00,4.72532,4.71832,-74.05057,-74.02443,01:00:00,1
Volver a casa,13:00:00,14:00:00,4.71832,4.75076,-74.02443,-74.06152,01:00:00,1
Compras,07:00:00,08:30:00,4.55625,4.59575,-74.13636,-74.07669,01:30:00,1
Volver a casa,15:00:00,17:00:00,4.60529,4.55625,-74.07151,-74.13636,02:00:00,1
Trabajar,07:00:00,08:30:00,4.55625,4.65045,-74.13636,-74.06748,01:30:00,1
Volver a casa,20:00:00,21:30:00,4.65045,4.55625,-74.06748,-74.13636,01:30:00,1
Trabajar,07:00:00,08:30:00,4.55625,4.59575,-74.13636,-74.07669,01:30:00,1
Volver a casa,20:00:00,21:30:00,4.59575,4.55625,-74.07669,-74.13636,01:30:00,1
Otra cosa,04:00:00,06:00:00,4.69475,4.69364,-74.05594,-74.05562,02:00:00,1
Volver a casa,10:30:00,12:00:00,4.69364,4.54991,-74.05562,-74.13755,01:30:00,1
Trabajar,12:40:00,14:10:00,4.59201,4.70463,-74.07418,-74.04363,01:30:00,1
Volver a casa,22:00:00,23:16:00,4.70463,4.59201,-74.04363,-74.07418,01:16:00,1
Trabajar,07:30:00,08:00:00,4.65278,4.61370,-74.10077,-74.07111,00:30:00,1
Asuntos de Trabajo,11:00:00,11:40:00,4.61370,4.67077,-74.07111,-74.05047,00:40:00,1
Volver a casa,18:00:00,18:55:00,4.67077,4.65278,-74.05047,-74.10077,00:55:00,1
Trabajar,12:00:00,13:48:00,4.57655,4.70846,-74.16366,-74.10939,01:48:00,1
Volver a casa,17:00:00,19:00:00,4.70846,4.57645,-74.10939,-74.16377,02:00:00,1
Volver a casa,17:00:00,19:58:00,4.58634,4.57645,-74.10278,-74.16377,02:58:00,1
Trabajar,12:00:00,12:52:00,4.57655,4.59736,-74.16366,-74.06973,00:52:00,1
Volver a casa,19:37:52,21:09:52,4.59736,4.57645,-74.06973,-74.16377,01:32:00,1
Estudiar,12:00:00,12:52:00,4.67540,4.58125,-74.13903,-74.10269,00:52:00,1
Volver a casa,13:00:00,13:39:00,4.58125,4.67540,-74.10269,-74.13903,00:39:00,1
Trabajar,06:30:00,08:30:00,4.61808,4.65163,-74.19951,-74.04978,02:00:00,1
Volver a casa,14:27:30,16:17:30,4.65163,4.61808,-74.04978,-74.19951,01:50:00,1
Trabajar,06:00:00,07:30:00,4.62161,4.68736,-74.20328,-74.05862,01:30:00,1
Volver a casa,14:27:00,16:20:00,4.68736,4.62161,-74.05862,-74.20328,01:53:00,1
Trabajar,06:00:00,07:30:00,4.62161,4.68821,-74.20328,-74.12876,01:30:00,1
Volver a casa,13:17:00,14:50:00,4.68821,4.62161,-74.12876,-74.20328,01:33:00,1
Recibir atencion en salud,07:15:00,09:00:00,4.61971,4.67299,-74.20035,-74.06296,01:45:00,1
Volver a casa,10:31:00,12:20:00,4.67299,4.61964,-74.06296,-74.20068,01:49:00,1
Trabajar,05:30:00,07:45:00,4.62168,4.68134,-74.20142,-74.05050,02:15:00,1
Volver a casa,13:52:45,15:42:45,4.68134,4.62168,-74.05050,-74.20142,01:50:00,1
Tramites,08:30:00,09:32:00,4.62168,4.71517,-74.20142,-74.09401,01:02:00,1
Tramites,11:30:00,13:00:00,4.71517,4.59652,-74.09401,-74.09569,01:30:00,1
Trabajar,08:00:00,09:30:00,4.63391,4.71229,-74.09431,-74.03068,01:30:00,1
Volver a casa,16:27:30,17:07:00,4.71229,4.63391,-74.03068,-74.09431,00:39:30,1
Buscar/dejar dejar algo,07:30:00,08:15:00,4.63220,4.68194,-74.09677,-74.12115,00:45:00,1
Volver a casa,08:26:15,10:41:00,4.68194,4.63220,-74.12115,-74.09677,02:14:45,1
Recibir atencion en salud,10:00:00,10:23:00,4.67860,4.69397,-74.07409,-74.05637,00:23:00,1
Volver a casa,11:00:00,11:25:00,4.69397,4.67860,-74.05637,-74.07409,00:25:00,1
Tramites,12:00:00,12:42:00,4.67860,4.58511,-74.07409,-74.22093,00:42:00,1
Volver a casa,18:20:00,19:03:00,4.58511,4.67860,-74.22093,-74.07409,00:43:00,1
Compras,16:00:00,16:52:00,4.67860,4.70970,-74.07409,-74.10818,00:52:00,1
Volver a casa,19:45:00,21:29:00,4.70970,4.67860,-74.10818,-74.07409,01:44:00,1
Trabajar,05:50:00,07:15:00,4.64054,4.59412,-74.14315,-74.07074,01:25:00,1
Volver a casa,16:10:00,18:30:00,4.59412,4.64310,-74.07074,-74.14237,02:20:00,1
Estudiar,07:30:00,09:00:00,4.64310,4.64827,-74.14237,-74.06117,01:30:00,1
Estudiar,06:50:00,07:30:00,4.59091,4.62459,-74.07486,-74.06763,00:40:00,1
Volver a casa,11:45:00,12:30:00,4.62459,4.59091,-74.06763,-74.07486,00:45:00,1
Estudiar,05:30:00,06:21:00,4.59091,4.65452,-74.07486,-74.06930,00:51:00,1
Volver a casa,12:30:00,14:00:00,4.65452,4.59091,-74.06930,-74.07486,01:30:00,1
Estudiar,05:30:00,06:20:00,4.59091,4.65452,-74.07486,-74.06930,00:50:00,1
Volver a casa,12:30:00,14:00:00,4.65452,4.59091,-74.06930,-74.07486,01:30:00,1
Trabajar,06:00:00,07:00:00,4.63069,4.62931,-74.12186,-74.12424,01:00:00,1
Volver a casa,17:00:00,18:30:00,4.62931,4.59387,-74.12424,-74.07195,01:30:00,1
Estudiar,13:30:00,15:30:00,4.65438,4.61707,-74.13783,-74.08311,02:00:00,1
Estudiar,07:00:00,08:00:00,4.59285,4.62879,-74.06853,-74.08203,01:00:00,1
Volver a casa,15:00:00,16:00:00,4.62879,4.59285,-74.08203,-74.06853,01:00:00,1
Asuntos de Trabajo,12:00:00,14:00:00,4.59233,4.75772,-74.08052,-74.07863,02:00:00,1
Trabajar,05:30:00,06:15:00,4.59184,4.71026,-74.08052,-74.10338,00:45:00,1
Volver a casa,19:00:00,21:00:00,4.71026,4.59184,-74.10338,-74.08052,02:00:00,1
Trabajar,05:30:00,06:15:00,4.59275,4.70709,-74.08104,-74.10897,00:45:00,1
Volver a casa,19:00:00,21:00:00,4.70709,4.59275,-74.10897,-74.08104,02:00:00,1
Estudiar,06:00:00,06:30:00,4.59289,4.59448,-74.08095,-74.11253,00:30:00,1
Volver a casa,15:00:00,16:00:00,4.59448,4.59289,-74.11253,-74.08095,01:00:00,1
Trabajar,07:00:00,08:00:00,4.64607,4.60610,-74.14187,-74.08070,01:00:00,0
Volver a casa,17:00:00,18:00:00,4.60610,4.64607,-74.08070,-74.14187,01:00:00,0
Trabajar,11:00:00,12:30:00,4.63583,4.63583,-74.06524,-74.06524,01:30:00,1
Volver a casa,20:30:00,21:45:00,4.63583,4.57958,-74.06524,-74.16026,01:15:00,1
Trabajar,05:30:00,07:30:00,4.71642,4.62698,-74.13789,-74.06813,02:00:00,1
Volver a casa,13:47:30,14:27:30,4.62698,4.71642,-74.06813,-74.13789,00:40:00,1
Otra cosa,16:30:00,17:50:00,4.70802,4.70727,-74.05325,-74.05427,01:20:00,1
Volver a casa,19:00:00,20:00:00,4.70727,4.59491,-74.05427,-74.07186,01:00:00,1
Estudiar,05:30:00,06:30:00,4.59187,4.65628,-74.08071,-74.08568,01:00:00,1
Trabajar,05:00:00,06:30:00,4.71633,4.60940,-74.13784,-74.07699,01:30:00,1
Volver a casa,13:52:30,15:33:30,4.60940,4.71633,-74.07699,-74.13784,01:41:00,1
Tramites,07:00:00,09:00:00,4.59281,4.86485,-74.07191,-74.04745,02:00:00,1
Volver a casa,17:00:00,19:00:00,4.86485,4.59281,-74.04745,-74.07191,02:00:00,1
Trabajar,09:00:00,10:03:00,4.61027,4.75353,-74.17903,-74.05503,01:03:00,1
Volver a casa,17:00:00,19:00:00,4.75353,4.61027,-74.05503,-74.17903,02:00:00,1
Trabajar,05:00:00,07:00:00,4.63069,4.62167,-74.12186,-74.12572,02:00:00,1
Volver a casa,22:00:00,23:00:00,4.66306,4.61027,-74.06375,-74.17903,01:00:00,1
Estudiar,17:00:00,18:30:00,4.60711,4.65055,-74.06732,-74.06160,01:30:00,1
Volver a casa,20:00:00,21:40:00,4.65055,4.61027,-74.06160,-74.17903,01:40:00,1
Estudiar,09:00:00,10:00:00,4.59223,4.62071,-74.07622,-74.07261,01:00:00,1
Estudiar,06:00:00,06:40:00,4.59223,4.62349,-74.07622,-74.07219,00:40:00,1
Volver a casa,11:00:00,11:46:00,4.62349,4.59223,-74.07219,-74.07622,00:46:00,1
Trabajar,07:00:00,08:00:00,4.60433,4.62139,-74.16705,-74.08599,01:00:00,1
Volver a casa,15:16:00,17:31:00,4.62139,4.60433,-74.08599,-74.16705,02:15:00,1
Trabajar,12:00:00,12:50:00,4.60187,4.69190,-74.09454,-74.05870,00:50:00,1
Trabajar,08:00:00,09:15:00,4.59652,4.69234,-74.09569,-74.02866,01:15:00,1
Volver a casa,17:50:00,18:30:00,4.69234,4.59631,-74.02866,-74.09518,00:40:00,1
Trabajar,06:00:00,06:45:00,4.60296,4.68954,-74.09517,-74.06562,00:45:00,1
Volver a casa,16:20:00,17:30:00,4.68954,4.60296,-74.06562,-74.09517,01:10:00,1
Estudiar,16:00:00,18:00:00,4.71563,4.57884,-74.13786,-74.10641,02:00:00,1
Volver a casa,21:00:00,22:45:00,4.57884,4.71563,-74.10641,-74.13786,01:45:00,1
Trabajar,05:30:00,07:30:00,4.71535,4.62687,-74.13857,-74.06881,02:00:00,1
Volver a casa,13:47:30,14:27:30,4.62687,4.71654,-74.06881,-74.13826,00:40:00,1
Trabajar,05:40:00,06:30:00,4.71220,4.71231,-74.05293,-74.05329,00:50:00,1
Volver a casa,18:00:00,19:30:00,4.71231,4.67727,-74.05329,-74.13644,01:30:00,1
Buscar trabajo,10:00:00,11:40:00,4.71735,4.73461,-74.13681,-74.01648,01:40:00,1
Volver a casa,12:00:00,12:59:00,4.73461,4.71735,-74.01648,-74.13681,00:59:00,1
Tramites,07:30:00,08:45:00,4.65964,4.62781,-74.06683,-74.09080,01:15:00,1
Volver a casa,09:20:00,11:07:00,4.62781,4.65964,-74.09080,-74.06683,01:47:00,1
Tramites,10:30:00,11:30:00,4.75089,4.62863,-74.06114,-74.08214,01:00:00,1
Otra cosa,12:00:00,13:38:00,4.75089,4.63514,-74.06114,-74.08965,01:38:00,1
Volver a casa,17:00:00,18:06:00,4.63514,4.75089,-74.08965,-74.06114,01:06:00,1
Trabajar,05:00:00,07:00:00,4.61016,4.63154,-74.18231,-74.12129,02:00:00,1
Volver a casa,22:00:00,23:00:00,4.66306,4.60848,-74.06375,-74.18192,01:00:00,1
Trabajar,07:00:00,08:30:00,4.74487,4.57744,-74.09649,-74.11553,01:30:00,1
Volver a casa,14:30:00,16:00:00,4.57744,4.74487,-74.11553,-74.09649,01:30:00,1
Trabajar,06:30:00,08:00:00,4.60262,4.68515,-74.16332,-74.05789,01:30:00,1
Volver a casa,17:00:00,19:15:00,4.68515,4.60273,-74.05789,-74.16493,02:15:00,1
Asuntos de Trabajo,08:30:00,09:15:00,4.63916,4.61213,-74.15942,-74.07074,00:45:00,1
Volver a casa,16:30:00,17:10:00,4.61213,4.63916,-74.07074,-74.15942,00:40:00,1
Volver a casa,16:00:00,17:30:00,4.75203,4.60294,-74.04790,-74.09580,01:30:00,1
Volver a casa,17:30:00,18:30:00,4.67125,4.60294,-74.05739,-74.09580,01:00:00,1
Tramites,06:30:00,07:40:00,4.61029,4.61848,-74.17900,-74.08849,01:10:00,1
Tramites,06:30:00,07:40:00,4.61029,4.61848,-74.17900,-74.08849,01:10:00,1
Volver a casa,19:00:00,21:00:00,4.61848,4.61029,-74.08849,-74.17900,02:00:00,1
Recibir atencion en salud,06:00:00,07:00:00,4.59705,4.68354,-74.06907,-74.05774,01:00:00,1
Volver a casa,08:30:00,10:00:00,4.68354,4.59729,-74.05774,-74.06953,01:30:00,1
Trabajar,09:00:00,10:00:00,4.64956,4.64974,-74.10058,-74.10140,01:00:00,1
Volver a casa,10:30:00,12:14:00,4.64974,4.53349,-74.10140,-74.10934,01:44:00,1
Recibir atencion en salud,06:00:00,08:00:00,4.76116,4.63951,-74.07716,-74.06655,02:00:00,1
Recibir atencion en salud,09:00:00,09:30:00,4.63951,4.60914,-74.06655,-74.06592,00:30:00,1
Volver a casa,18:20:00,19:51:00,4.68871,4.61536,-74.04940,-74.10994,01:31:00,1
Tramites,15:00:00,16:00:00,4.59101,4.70114,-74.07511,-74.02978,01:00:00,1
Trabajar,08:00:00,09:15:00,4.59061,4.64897,-74.07130,-74.06489,01:15:00,1
Volver a casa,19:00:00,21:30:00,4.64897,4.59061,-74.06489,-74.07130,02:30:00,1
Volver a casa,22:00:00,23:00:00,4.59867,4.59069,-74.12750,-74.07083,01:00:00,1
Trabajar,08:20:00,09:20:00,4.59123,4.63242,-74.06991,-74.06782,01:00:00,1
Volver a casa,19:00:00,20:00:00,4.63242,4.59117,-74.06782,-74.07004,01:00:00,1
Trabajar,06:00:00,08:00:00,4.58995,4.67438,-74.07191,-74.08779,02:00:00,1
Trabajar,05:00:00,06:00:00,4.62058,4.62969,-74.20356,-74.09445,01:00:00,1
Estudiar,04:45:00,06:00:00,4.62058,4.60454,-74.20356,-74.07934,01:15:00,1
Estudiar,08:00:00,10:00:00,4.75735,4.64022,-74.03808,-74.06507,02:00:00,1
